,Name,Political Affiliation at Appointment,Province / Territory,Appointed on the advice of,Term (yyyy.mm.dd),start_date,end_date,reason
452,"Fitzpatrick, D. Ross",Liberal Party of Canada,British Columbia,"Chrétien, Joseph Jacques Jean",1998.03.06 - 2008.02.04  (Retirement),1998-03-06 00:00:00,2008-02-04 00:00:00,Retirement
453,"Flint, Billa",Liberal Party of Canada,Ontario,Royal Proclamation,1867.10.23 - 1894.06.15  (Death),1867-10-23 00:00:00,1894-06-15 00:00:00,Death
454,"Flynn, Jacques",Progressive Conservative Party,Quebec,"Diefenbaker, John George",1962.11.09 - 1990.08.22  (Resignation),1962-11-09 00:00:00,1990-08-22 00:00:00,Resignation
455,"Fogo, James Gordon",Liberal Party of Canada,Ontario,"St-Laurent, Louis Stephen",1949.01.25 - 1952.07.06  (Death),1949-01-25 00:00:00,1952-07-06 00:00:00,Death
456,"Forest, Jean B.",Liberal Party of Canada,Alberta,"Chrétien, Joseph Jacques Jean",1996.05.16 - 1998.08.28  (Resignation),1996-05-16 00:00:00,1998-08-28 00:00:00,Resignation
457,"Forget, Amédée-Emmanuel",Liberal Party of Canada,Alberta,"Laurier, Wilfrid",1911.05.02 - 1923.06.08  (Death),1911-05-02 00:00:00,1923-06-08 00:00:00,Death
458,"Forget, Louis Joseph",Conservative (1867-1942),Quebec,"Tupper, Charles",1896.06.15 - 1911.04.07  (Death),1896-06-15 00:00:00,1911-04-07 00:00:00,Death
459,"Forke, Robert",Liberal Progressive,Manitoba,"King, William Lyon Mackenzie",1929.12.30 - 1934.02.02  (Death),1929-12-30 00:00:00,1934-02-02 00:00:00,Death
460,"Forrestall, J. Michael",Progressive Conservative Party,Maritimes (Division),"Mulroney, Martin Brian",1990.09.27 - 2006.06.08  (Death),1990-09-27 00:00:00,2006-06-08 00:00:00,Death
461,"Forsey, Eugene Alfred",Liberal Party of Canada,Ontario,"Trudeau, Pierre Elliott",1970.10.07 - 1979.05.29  (Retirement),1970-10-07 00:00:00,1979-05-29 00:00:00,Retirement
462,"Fortier, Michael",Conservative Party of Canada,Quebec,"Harper, Stephen",2006.02.27 - 2008.09.07  (Resignation),2006-02-27 00:00:00,2008-09-07 00:00:00,Resignation
463,"Fortin, Émile",Conservative (1867-1942),Quebec,"Bennett, Richard Bedford",1935.08.14 - 1936.05.18  (Death),1935-08-14 00:00:00,1936-05-18 00:00:00,Death
464,"Fortin, Pierre",Conservative (1867-1942),Quebec,"Macdonald, John Alexander",1887.05.13 - 1888.06.15  (Death),1887-05-13 00:00:00,1888-06-15 00:00:00,Death
465,"Fortin-Duplessis, Suzanne",Conservative Party of Canada,Quebec,"Harper, Stephen",2009.01.14 -,2009-01-14 00:00:00,,
466,"Foster, Asa Belknap",Conservative (1867-1942),Quebec,Royal Proclamation,1867.10.23 - 1876.02.10  (Resignation),1867-10-23 00:00:00,1876-02-10 00:00:00,Resignation
467,"Foster, George Eulas",Conservative (1867-1942),Ontario,"Meighen, Arthur",1921.09.22 - 1931.12.30  (Death),1921-09-22 00:00:00,1931-12-30 00:00:00,Death
468,"Foster, George Green",Conservative (1867-1942),Quebec,"Borden, Robert Laird",1917.07.27 - 1931.05.01  (Death),1917-07-27 00:00:00,1931-05-01 00:00:00,Death
469,"Foster, Walter Edward",Liberal Party of Canada,New Brunswick,"King, William Lyon Mackenzie",1928.12.06 - 1947.11.14  (Death),1928-12-06 00:00:00,1947-11-14 00:00:00,Death
470,"Fournier, Edgar E.",Progressive Conservative Party,New Brunswick,"Diefenbaker, John George",1962.09.24 - 1983.02.11  (Resignation),1962-09-24 00:00:00,1983-02-11 00:00:00,Resignation
471,"Fournier, Joseph Michel",Liberal Party of Canada,New Brunswick,"Trudeau, Pierre Elliott",1971.12.09 - 1980.09.29  (Retirement),1971-12-09 00:00:00,1980-09-29 00:00:00,Retirement
472,"Fournier, Sarto",Liberal Party of Canada,Quebec,"St-Laurent, Louis Stephen",1953.06.12 - 1980.07.23  (Death),1953-06-12 00:00:00,1980-07-23 00:00:00,Death
473,"Fowler, George William",Conservative (1867-1942),New Brunswick,"Borden, Robert Laird",1917.06.29 - 1924.09.02  (Death),1917-06-29 00:00:00,1924-09-02 00:00:00,Death
474,"Fox, Francis",Liberal Party of Canada,Quebec,"Martin, Paul Edgar Philippe",2005.08.29 - 2011.12.02  (Resignation),2005-08-29 00:00:00,2011-12-02 00:00:00,Resignation
475,"Fraser, Joan",Liberal Party of Canada,Quebec,"Chrétien, Joseph Jacques Jean",1998.09.17 -,1998-09-17 00:00:00,,
476,"Fraser, William Alexander",Liberal Party of Canada,Ontario,"St-Laurent, Louis Stephen",1949.06.25 - 1962.10.26  (Death),1949-06-25 00:00:00,1962-10-26 00:00:00,Death
477,"Fripp, Alfred Ernest",Conservative (1867-1942),Ontario,"Bennett, Richard Bedford",1933.12.30 - 1938.03.25  (Death),1933-12-30 00:00:00,1938-03-25 00:00:00,Death
478,"Frith, Royce Herbert",Liberal Party of Canada,Ontario,"Trudeau, Pierre Elliott",1977.04.05 - 1994.08.29  (Resignation),1977-04-05 00:00:00,1994-08-29 00:00:00,Resignation
479,"Frost, Francis Theodore",Liberal Party of Canada,Ontario,"Laurier, Wilfrid",1903.03.12 - 1916.08.25  (Death),1903-03-12 00:00:00,1916-08-25 00:00:00,Death
480,"Frum, Linda",Conservative Party of Canada,Ontario,"Harper, Stephen",2009.08.27 -,2009-08-27 00:00:00,,
481,"Fulford, George Taylor",Liberal Party of Canada,Ontario,"Laurier, Wilfrid",1900.01.29 - 1905.10.15  (Death),1900-01-29 00:00:00,1905-10-15 00:00:00,Death
482,"Furey, George J.",Liberal Party of Canada,Newfoundland and Labrador,"Chrétien, Joseph Jacques Jean",1999.08.11 -,1999-08-11 00:00:00,,
483,"Gauthier, Jean-Robert",Liberal Party of Canada,Ontario,"Chrétien, Joseph Jacques Jean",1994.11.23 - 2004.10.22  (Retirement),1994-11-23 00:00:00,2004-10-22 00:00:00,Retirement
484,"Gélinas, Louis-Philippe",Liberal Party of Canada,Quebec,"Pearson, Lester Bowles",1963.06.11 - 1975.12.10  (Resignation),1963-06-11 00:00:00,1975-12-10 00:00:00,Resignation
485,"Gershaw, Frederick William",Liberal Party of Canada,Alberta,"King, William Lyon Mackenzie",1945.04.18 - 1968.03.26  (Resignation),1945-04-18 00:00:00,1968-03-26 00:00:00,Resignation
486,"Gerstein, Irving",Conservative Party of Canada,Ontario,"Harper, Stephen",2009.01.02 -,2009-01-02 00:00:00,,
487,"Ghitter, Ronald D.",Progressive Conservative Party,Alberta,"Mulroney, Martin Brian",1993.03.25 - 2000.03.31  (Resignation),1993-03-25 00:00:00,2000-03-31 00:00:00,Resignation
488,"Gibbs, Thomas Nicholson",Liberal-Conservative,Ontario,"Macdonald, John Alexander",1880.04.03 - 1883.04.07  (Death),1880-04-03 00:00:00,1883-04-07 00:00:00,Death
489,"Gibson, William",Liberal Party of Canada,Ontario,"Laurier, Wilfrid",1902.02.11 - 1914.05.04  (Death),1902-02-11 00:00:00,1914-05-04 00:00:00,Death
490,"Gigantès, Philippe D.",Liberal Party of Canada,Quebec,"Trudeau, Pierre Elliott",1984.01.13 - 1998.08.16  (Retirement),1984-01-13 00:00:00,1998-08-16 00:00:00,Retirement
491,"Giguère, Louis de Gonzague",Liberal Party of Canada,Quebec,"Trudeau, Pierre Elliott",1968.09.10 - 1986.12.18  (Retirement),1968-09-10 00:00:00,1986-12-18 00:00:00,Retirement
492,"Gill, Aurélien",Liberal Party of Canada,Quebec,"Chrétien, Joseph Jacques Jean",1998.09.17 - 2008.08.26  (Retirement),1998-09-17 00:00:00,2008-08-26 00:00:00,Retirement
493,"Gillis, Archibald Beaton",Conservative (1867-1942),Saskatchewan,"Meighen, Arthur",1921.10.17 - 1940.01.18  (Death),1921-10-17 00:00:00,1940-01-18 00:00:00,Death
494,"Gillmor, Arthur Hill",Liberal Party of Canada,New Brunswick,"Laurier, Wilfrid",1900.04.02 - 1903.04.13  (Death),1900-04-02 00:00:00,1903-04-13 00:00:00,Death
495,"Gillmor, Daniel",Liberal Party of Canada,New Brunswick,"Laurier, Wilfrid",1907.01.15 - 1918.02.22  (Death),1907-01-15 00:00:00,1918-02-22 00:00:00,Death
496,"Girard, Marc-Amable",Conservative (1867-1942),Manitoba,"Macdonald, John Alexander",1871.12.13 - 1892.09.12  (Death),1871-12-13 00:00:00,1892-09-12 00:00:00,Death
497,"Girroir, Edward Lavin",Conservative (1867-1942),Nova Scotia,"Borden, Robert Laird",1912.11.20 - 1932.05.08  (Death),1912-11-20 00:00:00,1932-05-08 00:00:00,Death
498,"Gladstone, James",Independent Conservative,Alberta,"Diefenbaker, John George",1958.01.31 - 1971.03.31  (Resignation),1958-01-31 00:00:00,1971-03-31 00:00:00,Resignation
499,"Gladstone, Robert William",Liberal Party of Canada,Ontario,"St-Laurent, Louis Stephen",1949.09.07 - 1951.06.01  (Death),1949-09-07 00:00:00,1951-06-01 00:00:00,Death
500,"Glasier, John",Liberal Party of Canada,New Brunswick,"Macdonald, John Alexander",1868.03.14 - 1894.07.07  (Death),1868-03-14 00:00:00,1894-07-07 00:00:00,Death
501,"Godbout, Joseph",Liberal Party of Canada,Quebec,"Laurier, Wilfrid",1901.04.04 - 1923.04.01  (Death),1901-04-04 00:00:00,1923-04-01 00:00:00,Death
502,"Godbout, Joseph Adélard",Liberal Party of Canada,Quebec,"St-Laurent, Louis Stephen",1949.06.25 - 1956.09.18  (Death),1949-06-25 00:00:00,1956-09-18 00:00:00,Death
503,"Godfrey, John Morrow",Liberal Party of Canada,Ontario,"Trudeau, Pierre Elliott",1973.10.05 - 1987.06.28  (Retirement),1973-10-05 00:00:00,1987-06-28 00:00:00,Retirement
504,"Goldenberg, Carl H.",Liberal Party of Canada,Quebec,"Trudeau, Pierre Elliott",1971.11.04 - 1982.10.20  (Retirement),1971-11-04 00:00:00,1982-10-20 00:00:00,Retirement
505,"Golding, William Henry",Liberal Party of Canada,Ontario,"St-Laurent, Louis Stephen",1949.06.25 - 1961.12.31  (Death),1949-06-25 00:00:00,1961-12-31 00:00:00,Death
506,"Goldstein, Yoine",Liberal Party of Canada,Quebec,"Martin, Paul Edgar Philippe",2005.08.29 - 2009.05.11  (Retirement),2005-08-29 00:00:00,2009-05-11 00:00:00,Retirement
507,"Gordon, George",Conservative (1867-1942),Ontario,"Borden, Robert Laird",1912.10.17 - 1942.02.03  (Death),1912-10-17 00:00:00,1942-02-03 00:00:00,Death
508,"Gouin, Léon Mercier",Liberal Party of Canada,Quebec,"King, William Lyon Mackenzie",1940.11.07 - 1976.03.18  (Resignation),1940-11-07 00:00:00,1976-03-18 00:00:00,Resignation
509,"Gowan, James Robert",Liberal-Conservative,Ontario,"Macdonald, John Alexander",1885.01.29 - 1907.02.25  (Resignation),1885-01-29 00:00:00,1907-02-25 00:00:00,Resignation
510,"Grafstein, Jerahmiel S.",Liberal Party of Canada,Ontario,"Trudeau, Pierre Elliott",1984.01.13 - 2010.01.02  (Retirement),1984-01-13 00:00:00,2010-01-02 00:00:00,Retirement
511,"Graham, B. Alasdair",Liberal Party of Canada,Nova Scotia,"Trudeau, Pierre Elliott",1972.04.27 - 2004.05.21  (Retirement),1972-04-27 00:00:00,2004-05-21 00:00:00,Retirement
512,"Graham, George Perry",Liberal Party of Canada,Ontario,"King, William Lyon Mackenzie",1926.12.20 - 1943.01.01  (Death),1926-12-20 00:00:00,1943-01-01 00:00:00,Death
513,"Grant, Robert Patterson",Liberal Party of Canada,Nova Scotia,"Mackenzie, Alexander",1877.02.02 - 1892.11.13  (Death),1877-02-02 00:00:00,1892-11-13 00:00:00,Death
514,"Grant, Thomas Vincent",Liberal Party of Canada,Prince Edward Island,"St-Laurent, Louis Stephen",1949.06.25 - 1965.08.19  (Resignation),1949-06-25 00:00:00,1965-08-19 00:00:00,Resignation
515,"Green, Robert Francis",Conservative (1867-1942),British Columbia,"Meighen, Arthur",1921.10.03 - 1946.10.05  (Death),1921-10-03 00:00:00,1946-10-05 00:00:00,Death
516,"Greene, John James",Liberal Party of Canada,Ontario,"Trudeau, Pierre Elliott",1972.09.01 - 1978.10.23  (Death),1972-09-01 00:00:00,1978-10-23 00:00:00,Death
517,"Greene, Stephen",Conservative Party of Canada,Nova Scotia,"Harper, Stephen",2009.01.02 -,2009-01-02 00:00:00,,
518,"Griesbach, William Antrobus",Conservative (1867-1942),Alberta,"Meighen, Arthur",1921.09.15 - 1945.01.21  (Death),1921-09-15 00:00:00,1945-01-21 00:00:00,Death
519,"Grimard, Normand",Progressive Conservative Party,Quebec (Division),"Mulroney, Martin Brian",1990.09.27 - 2000.06.16  (Retirement),1990-09-27 00:00:00,2000-06-16 00:00:00,Retirement
520,"Grosart, Allister, H.G.",Progressive Conservative Party,Ontario,"Diefenbaker, John George",1962.09.24 - 1981.12.13  (Resignation),1962-09-24 00:00:00,1981-12-13 00:00:00,Resignation
521,"Guay, Joseph-Phillippe",Liberal Party of Canada,Manitoba,"Trudeau, Pierre Elliott",1978.03.23 - 1990.10.04  (Retirement),1978-03-23 00:00:00,1990-10-04 00:00:00,Retirement
522,"Guévremont, Jean-Baptiste",Conservative (1867-1942),Quebec,Royal Proclamation,1867.10.23 - 1896.06.14  (Resignation),1867-10-23 00:00:00,1896-06-14 00:00:00,Resignation
523,"Gustafson, Leonard J.",Progressive Conservative Party,Saskatchewan,"Mulroney, Martin Brian",1993.05.26 - 2008.11.10  (Retirement),1993-05-26 00:00:00,2008-11-10 00:00:00,Retirement
524,"Hackett, John Thomas",Progressive Conservative Party,Quebec,"St-Laurent, Louis Stephen",1955.07.28 - 1956.09.15  (Death),1955-07-28 00:00:00,1956-09-15 00:00:00,Death
525,"Haidasz, Stanley",Liberal Party of Canada,Ontario,"Trudeau, Pierre Elliott",1978.03.23 - 1998.03.04  (Retirement),1978-03-23 00:00:00,1998-03-04 00:00:00,Retirement
526,"Haig, James Campbell",Progressive Conservative Party,Manitoba,"Diefenbaker, John George",1962.06.15 - 1977.12.29  (Resignation),1962-06-15 00:00:00,1977-12-29 00:00:00,Resignation
527,"Haig, John Thomas",Conservative (1867-1942),Manitoba,"Bennett, Richard Bedford",1935.08.14 - 1962.01.17  (Resignation),1935-08-14 00:00:00,1962-01-17 00:00:00,Resignation
528,"Hamilton, John",Conservative (1867-1942),Ontario,Royal Proclamation,1867.10.23 - 1882.10.10  (Death),1867-10-23 00:00:00,1882-10-10 00:00:00,Death
529,"Hamilton, John",Conservative (1867-1942),Quebec,Royal Proclamation,1867.10.23 - 1887.05.01  (Resignation),1867-10-23 00:00:00,1887-05-01 00:00:00,Resignation
530,"Harb, Mac",Liberal Party of Canada,Ontario,"Chrétien, Joseph Jacques Jean",2003.09.09 - 2013.08.26  (Resignation),2003-09-09 00:00:00,2013-08-26 00:00:00,Resignation
531,"Hardisty, Richard Charles",Conservative (1867-1942),Northwest Territories,"Macdonald, John Alexander",1888.02.23 - 1889.10.15  (Death),1888-02-23 00:00:00,1889-10-15 00:00:00,Death
532,"Hardy, Arthur Charles",Liberal Party of Canada,Ontario,"King, William Lyon Mackenzie",1922.02.10 - 1962.03.13  (Death),1922-02-10 00:00:00,1962-03-13 00:00:00,Death
533,"Harmer, William James",Liberal Party of Canada,Alberta,"Borden, Robert Laird",1918.02.05 - 1947.09.09  (Death),1918-02-05 00:00:00,1947-09-09 00:00:00,Death
534,"Hastings, Earl Adams",Liberal Party of Canada,Alberta,"Pearson, Lester Bowles",1966.02.24 - 1996.05.05  (Death),1966-02-24 00:00:00,1996-05-05 00:00:00,Death
535,"Hatfield, Paul Lacombe",Liberal Party of Canada,Nova Scotia,"King, William Lyon Mackenzie",1926.10.07 - 1935.01.28  (Death),1926-10-07 00:00:00,1935-01-28 00:00:00,Death
536,"Hatfield, Richard Bennett",Progressive Conservative Party,New Brunswick,"Mulroney, Martin Brian",1990.09.07 - 1991.04.26  (Death),1990-09-07 00:00:00,1991-04-26 00:00:00,Death
537,"Haviland, Thomas Heath",Conservative (1867-1942),Prince Edward Island,"Macdonald, John Alexander",1873.10.18 - 1879.07.01  (Resignation),1873-10-18 00:00:00,1879-07-01 00:00:00,Resignation
538,"Hawkins, Charles G.",Liberal Party of Canada,Nova Scotia,"St-Laurent, Louis Stephen",1950.05.02 - 1958.08.14  (Death),1950-05-02 00:00:00,1958-08-14 00:00:00,Death
539,"Hayden, Salter Adrian",Liberal Party of Canada,Ontario,"King, William Lyon Mackenzie",1940.02.09 - 1983.11.01  (Resignation),1940-02-09 00:00:00,1983-11-01 00:00:00,Resignation
540,"Haydon, Andrew",Liberal Party of Canada,Ontario,"King, William Lyon Mackenzie",1924.03.10 - 1932.11.10  (Death),1924-03-10 00:00:00,1932-11-10 00:00:00,Death
541,"Hays, Daniel",Liberal Party of Canada,Alberta,"Trudeau, Pierre Elliott",1984.06.29 - 2007.06.30  (Resignation),1984-06-29 00:00:00,2007-06-30 00:00:00,Resignation
542,"Hays, Harry William",Liberal Party of Canada,Alberta,"Pearson, Lester Bowles",1966.02.24 - 1982.05.04  (Death),1966-02-24 00:00:00,1982-05-04 00:00:00,Death
543,"Haythorne, Robert Poore",Liberal Party of Canada,Prince Edward Island,"Macdonald, John Alexander",1873.10.18 - 1891.05.07  (Death),1873-10-18 00:00:00,1891-05-07 00:00:00,Death
544,"Hazen, Robert Leonard",Conservative (1867-1942),New Brunswick,Royal Proclamation,1867.10.23 - 1874.08.15  (Death),1867-10-23 00:00:00,1874-08-15 00:00:00,Death
545,"Hébert, Jacques",Liberal Party of Canada,Quebec,"Trudeau, Pierre Elliott",1983.04.20 - 1998.06.21  (Retirement),1983-04-20 00:00:00,1998-06-21 00:00:00,Retirement
546,"Hervieux-Payette, Céline",Liberal Party of Canada,Quebec,"Chrétien, Joseph Jacques Jean",1995.03.21 -,1995-03-21 00:00:00,,
547,"Hicks, Henry Davies",Liberal Party of Canada,Nova Scotia,"Trudeau, Pierre Elliott",1972.04.27 - 1990.03.05  (Retirement),1972-04-27 00:00:00,1990-03-05 00:00:00,Retirement
548,"Higgins, John Gilbert",Progressive Conservative Party,Newfoundland and Labrador,"Diefenbaker, John George",1959.01.15 - 1963.07.01  (Death),1959-01-15 00:00:00,1963-07-01 00:00:00,Death
549,"Hingston, William Hales",Conservative (1867-1942),Quebec,"Bowell, Mackenzie",1896.01.02 - 1907.02.19  (Death),1896-01-02 00:00:00,1907-02-19 00:00:00,Death
550,"Hnatyshyn, John",Progressive Conservative Party,Saskatchewan,"Diefenbaker, John George",1959.01.15 - 1967.05.02  (Death),1959-01-15 00:00:00,1967-05-02 00:00:00,Death
551,"Hocken, Horatio Clarence",Conservative (1867-1942),Ontario,"Bennett, Richard Bedford",1933.12.30 - 1937.02.18  (Death),1933-12-30 00:00:00,1937-02-18 00:00:00,Death
552,"Hodges, Nancy",Liberal Party of Canada,British Columbia,"St-Laurent, Louis Stephen",1953.11.05 - 1965.06.12  (Resignation),1953-11-05 00:00:00,1965-06-12 00:00:00,Resignation
553,"Hollett, Malcolm Mercer",Progressive Conservative Party,Newfoundland and Labrador,"Diefenbaker, John George",1961.10.06 - 1971.03.31  (Resignation),1961-10-06 00:00:00,1971-03-31 00:00:00,Resignation
554,"Holmes, John",Conservative (1867-1942),Nova Scotia,Royal Proclamation,1867.10.23 - 1876.06.03  (Death),1867-10-23 00:00:00,1876-06-03 00:00:00,Death
555,"Hope, Adam",Liberal Party of Canada,Ontario,"Mackenzie, Alexander",1877.01.03 - 1882.08.07  (Death),1877-01-03 00:00:00,1882-08-07 00:00:00,Death
556,"Horner, Ralph Byron",Conservative (1867-1942),Saskatchewan,"Bennett, Richard Bedford",1933.12.30 - 1964.12.14  (Death),1933-12-30 00:00:00,1964-12-14 00:00:00,Death
557,"Horsey, Henry Herbert",Liberal Party of Canada,Ontario,"King, William Lyon Mackenzie",1928.12.14 - 1942.01.06  (Death),1928-12-14 00:00:00,1942-01-06 00:00:00,Death
558,"Housakos, Leo",Conservative Party of Canada,Quebec,"Harper, Stephen",2009.01.08 -,2009-01-08 00:00:00,,
559,"Howard, Charles Benjamin",Liberal Party of Canada,Quebec,"King, William Lyon Mackenzie",1940.02.09 - 1964.03.25  (Death),1940-02-09 00:00:00,1964-03-25 00:00:00,Death
560,"Howden, John Power",Liberal Party of Canada,Manitoba,"King, William Lyon Mackenzie",1945.04.18 - 1959.11.04  (Death),1945-04-18 00:00:00,1959-11-04 00:00:00,Death
561,"Howlan, George William",Liberal Party of Canada,Prince Edward Island,"Macdonald, John Alexander",1873.10.18 - 1880.12.27  (Resignation),1873-10-18 00:00:00,1880-12-27 00:00:00,Resignation
562,"Howlan, George William",Liberal Party of Canada,Prince Edward Island,"Macdonald, John Alexander",1881.01.05 - 1891.02.18  (Resignation),1881-01-05 00:00:00,1891-02-18 00:00:00,Resignation
563,"Howlan, George William",Liberal Party of Canada,Prince Edward Island,"Macdonald, John Alexander",1891.03.25 - 1894.02.01  (Resignation),1891-03-25 00:00:00,1894-02-01 00:00:00,Resignation
564,"Hubley, Elizabeth",Liberal Party of Canada,Prince Edward Island,"Chrétien, Joseph Jacques Jean",2001.03.08 -,2001-03-08 00:00:00,,
565,"Hugessen, Adrian Norton Knatchbull",Liberal Party of Canada,Quebec,"King, William Lyon Mackenzie",1937.01.12 - 1967.01.01  (Resignation),1937-01-12 00:00:00,1967-01-01 00:00:00,Resignation
566,"Hughes, James Joseph",Liberal Party of Canada,Prince Edward Island,"King, William Lyon Mackenzie",1925.09.05 - 1941.03.05  (Death),1925-09-05 00:00:00,1941-03-05 00:00:00,Death
567,"Hurtubise, Joseph Raoul",Liberal Party of Canada,Ontario,"King, William Lyon Mackenzie",1945.06.09 - 1955.01.31  (Death),1945-06-09 00:00:00,1955-01-31 00:00:00,Death
568,"Hushion, William James",Liberal Party of Canada,Quebec,"King, William Lyon Mackenzie",1940.02.15 - 1954.01.29  (Death),1940-02-15 00:00:00,1954-01-29 00:00:00,Death
569,"Inman, Florence Elsie",Liberal Party of Canada,Prince Edward Island,"St-Laurent, Louis Stephen",1955.07.28 - 1986.05.31  (Death),1955-07-28 00:00:00,1986-05-31 00:00:00,Death
570,"Irvine, Olive Lillian",Progressive Conservative Party,Manitoba,"Diefenbaker, John George",1960.01.14 - 1969.11.01  (Death),1960-01-14 00:00:00,1969-11-01 00:00:00,Death
571,"Isnor, Gordon Benjamin",Liberal Party of Canada,Nova Scotia,"St-Laurent, Louis Stephen",1950.05.02 - 1973.03.17  (Death),1950-05-02 00:00:00,1973-03-17 00:00:00,Death
572,"Jaffer, Mobina S.B.",Liberal Party of Canada,British Columbia,"Chrétien, Joseph Jacques Jean",2001.06.13 -,2001-06-13 00:00:00,,
573,"Jaffray, Robert",Liberal Party of Canada,Ontario,"Laurier, Wilfrid",1906.03.08 - 1914.12.16  (Death),1906-03-08 00:00:00,1914-12-16 00:00:00,Death
574,"Jessiman, Duncan James",Progressive Conservative Party,Manitoba,"Mulroney, Martin Brian",1993.05.26 - 1998.06.05  (Retirement),1993-05-26 00:00:00,1998-06-05 00:00:00,Retirement
575,"Jodoin, Marianna Beauchamp",Liberal Party of Canada,Quebec,"St-Laurent, Louis Stephen",1953.05.19 - 1966.06.01  (Resignation),1953-05-19 00:00:00,1966-06-01 00:00:00,Resignation
576,"Johnson, Janis G.",Progressive Conservative Party,Western Provinces (Division),"Mulroney, Martin Brian",1990.09.27 -,1990-09-27 00:00:00,,
577,"Johnston, John Frederick",Liberal Party of Canada,Saskatchewan,"King, William Lyon Mackenzie",1943.10.05 - 1948.05.09  (Death),1943-10-05 00:00:00,1948-05-09 00:00:00,Death
578,"Johnstone, Archibald Hynd",Liberal Party of Canada,Prince Edward Island,"Chrétien, Joseph Jacques Jean",1998.03.06 - 1999.06.12  (Retirement),1998-03-06 00:00:00,1999-06-12 00:00:00,Retirement
579,"Jones, George Burpee",Conservative (1867-1942),New Brunswick,"Bennett, Richard Bedford",1935.07.20 - 1950.04.27  (Death),1935-07-20 00:00:00,1950-04-27 00:00:00,Death
580,"Jones, John Walter",Liberal Party of Canada,Prince Edward Island,"St-Laurent, Louis Stephen",1953.05.19 - 1954.03.31  (Death),1953-05-19 00:00:00,1954-03-31 00:00:00,Death
581,"Jones, Lyman Melvin",Liberal Party of Canada,Ontario,"Laurier, Wilfrid",1901.01.21 - 1917.04.15  (Death),1901-01-21 00:00:00,1917-04-15 00:00:00,Death
582,"Joyal, Serge",Liberal Party of Canada,Quebec,"Chrétien, Joseph Jacques Jean",1997.11.26 -,1997-11-26 00:00:00,,
583,"Kaulback, Henry Adolphus Newman",Conservative (1867-1942),Nova Scotia,"Macdonald, John Alexander",1872.03.27 - 1896.01.08  (Death),1872-03-27 00:00:00,1896-01-08 00:00:00,Death
584,"Kelleher, James Francis",Progressive Conservative Party,Ontario,"Mulroney, Martin Brian",1990.09.23 - 2005.10.02  (Retirement),1990-09-23 00:00:00,2005-10-02 00:00:00,Retirement
585,"Kelly, William M.",Progressive Conservative Party,Ontario,"Trudeau, Pierre Elliott",1982.12.23 - 2000.07.21  (Retirement),1982-12-23 00:00:00,2000-07-21 00:00:00,Retirement
586,"Kemp, Albert Edward",Conservative (1867-1942),Ontario,"Meighen, Arthur",1921.11.04 - 1929.08.12  (Death),1921-11-04 00:00:00,1929-08-12 00:00:00,Death
587,"Kennedy, Betty",Liberal Party of Canada,Ontario,"Chrétien, Joseph Jacques Jean",2000.06.20 - 2001.01.04  (Retirement),2000-06-20 00:00:00,2001-01-04 00:00:00,Retirement
588,"Kenny, Colin",Liberal Party of Canada,Ontario,"Trudeau, Pierre Elliott",1984.06.29 -,1984-06-29 00:00:00,,
589,"Kenny, Edward",Conservative (1867-1942),Nova Scotia,Royal Proclamation,1867.10.23 - 1876.04.11  (Resignation),1867-10-23 00:00:00,1876-04-11 00:00:00,Resignation
590,"Keon, Wilbert Joseph",Progressive Conservative Party,Ontario (Division),"Mulroney, Martin Brian",1990.09.27 - 2010.05.17  (Retirement),1990-09-27 00:00:00,2010-05-17 00:00:00,Retirement
591,"Kerr, James Kirkpatrick",Liberal Party of Canada,Ontario,"Laurier, Wilfrid",1903.03.12 - 1916.12.04  (Death),1903-03-12 00:00:00,1916-12-04 00:00:00,Death
592,"Kerr, William",Liberal Party of Canada,Ontario,"Laurier, Wilfrid",1899.03.15 - 1906.11.22  (Death),1899-03-15 00:00:00,1906-11-22 00:00:00,Death
593,"Kickham, Thomas Joseph",Liberal Party of Canada,Prince Edward Island,"Pearson, Lester Bowles",1966.07.08 - 1974.12.01  (Death),1966-07-08 00:00:00,1974-12-01 00:00:00,Death
594,"King, George Gerald",Liberal Party of Canada,New Brunswick,"Laurier, Wilfrid",1896.12.18 - 1928.04.28  (Death),1896-12-18 00:00:00,1928-04-28 00:00:00,Death
595,"King, James Horace",Liberal Party of Canada,British Columbia,"King, William Lyon Mackenzie",1930.06.07 - 1955.07.14  (Death),1930-06-07 00:00:00,1955-07-14 00:00:00,Death
596,"Kinley, John James",Liberal Party of Canada,Nova Scotia,"King, William Lyon Mackenzie",1945.04.18 - 1971.06.12  (Resignation),1945-04-18 00:00:00,1971-06-12 00:00:00,Resignation
597,"Kinnear, Mary Elizabeth",Liberal Party of Canada,Ontario,"Pearson, Lester Bowles",1967.04.06 - 1973.04.03  (Retirement),1967-04-06 00:00:00,1973-04-03 00:00:00,Retirement
598,"Kinsella, Noël A.",Progressive Conservative Party,New Brunswick,"Mulroney, Martin Brian",1990.09.12 -,1990-09-12 00:00:00,,
599,"Kirby, Michael J.L.",Liberal Party of Canada,Nova Scotia,"Trudeau, Pierre Elliott",1984.01.13 - 2006.10.31  (Resignation),1984-01-13 00:00:00,2006-10-31 00:00:00,Resignation
